supplier_id,supplier_name,contact_name,contact_email,phone_number,address,city,state,product_categories_supplied,purchase_order_id,order_date,delivery_date,status,total_cost,payment_status
SUP00115,FabricWorks International,Michael Mitchell,michael.mitchell@fabricworksinte.com,(956) 581-3131,9215 Oak Ave,Oakland,CA,"Accessories, Hoodies",PO0000122,2024-07-09,2024-07-15,Delivered,545.55,Paid
SUP00009,TextilePlus Industries,Andrew Rivera,andrew.rivera@textileplusindu.com,(522) 417-9179,6582 Market St,San Jose,CA,Shirts,PO0000123,2023-11-19,2023-11-22,Delivered,629.95,Paid
SUP00068,ClothingDirect Inc.,Lisa Lopez,lisa.lopez@clothingdirecti.com,(509) 214-9751,2173 Business Park Rd,Houston,TX,"Dresses, Jackets, Skirts, T-Shirts",PO0000124,2024-09-19,2024-10-04,Pending,1739.32,Pending
SUP00058,SwiftFashion Distributors,Karen Torres,karen.torres@swiftfashiondis.com,(893) 584-7498,3349 Maple Dr,San Francisco,CA,Jackets,PO0000125,2024-09-13,2024-10-03,Delivered,3078.94,Paid
SUP00070,TrendyTextiles Group,Robert Torres,robert.torres@trendytextilesg.com,(844) 902-1878,2585 Park Blvd,Boston,MA,Shirts,PO0000126,2024-05-30,2024-06-09,Delivered,566.7,Paid
SUP00082,ModaSupply Industries,George Young,george.young@modasupplyindus.com,(324) 229-4920,2694 Trade Center Blvd,Oakland,CA,Shorts,PO0000127,2024-10-24,2024-11-07,Delivered,1738.86,Paid
SUP00017,TrendyTextiles Imports,Carol White,carol.white@trendytextilesi.com,(648) 729-8397,2082 Commerce Dr,Charlotte,NC,Jeans,PO0000128,2024-01-17,2024-01-25,Delivered,489.42,Pending
SUP00035,ChicTextiles Industries,Nancy Gomez,nancy.gomez@chictextilesind.com,(621) 885-5065,4471 Washington St,San Antonio,TX,"Jeans, Skirts",PO0000129,2024-05-23,2024-05-26,Delivered,695.78,Paid
SUP00149,UrbanWear Wholesale,Charles Ramirez,charles.ramirez@urbanwearwholes.com,(201) 829-6780,4041 Third Ave,Louisville,KY,Accessories,PO0000130,2024-02-25,2024-03-06,Delivered,2375.64,Paid
SUP00127,TrendyTextiles Solutions,Jennifer Sanchez,jennifer.sanchez@trendytextiless.com,(517) 963-6562,3730 Distribution Dr,Austin,TX,Accessories,PO0000131,2023-11-18,2023-11-21,Shipped,2944.12,Paid
SUP00093,GarmentHub Partners,Barbara Anderson,barbara.anderson@garmenthubpartn.com,(672) 853-5161,7629 Business Park Rd,Los Angeles,CA,"Dresses, Jackets, Skirts",PO0000132,2024-10-26,2024-11-12,Delivered,1544.21,Paid
SUP00147,EliteClothing Manufacturing,Joshua King,joshua.king@eliteclothingma.com,(633) 313-5720,3993 Trade Center Blvd,Dallas,TX,Shorts,PO0000133,2023-12-20,2024-01-06,Shipped,4752.81,Partial
SUP00107,TextilePlus Partners,Susan Evans,susan.evans@textilepluspart.com,(438) 536-3417,9864 Main St,Seattle,WA,"Dresses, Outerwear, T-Shirts",PO0000134,2024-08-18,2024-09-03,Delivered,335.87,Paid
SUP00039,TextilePlus LLC,John Rivera,john.rivera@textileplusllc.com,(646) 201-9518,8921 Industrial Way,Portland,OR,"Accessories, Sweaters",PO0000135,2024-08-06,2024-08-25,Shipped,1498.75,Partial
SUP00003,GarmentCo Textiles,Laura Smith,laura.smith@garmentcotextil.com,(977) 363-7924,5674 Business Park Rd,San Jose,CA,Sweaters,PO0000136,2024-02-16,2024-03-06,Delivered,2591.77,Pending
SUP00143,VogueSupply Group,Laura White,laura.white@voguesupplygrou.com,(767) 305-9452,2142 Trade Center Blvd,Philadelphia,PA,"Dresses, Jackets, Skirts",PO0000137,2024-04-03,2024-04-09,Delivered,831.7,Pending
SUP00100,WholesaleWear Supply Co.,Timothy Sanchez,timothy.sanchez@wholesalewearsu.com,(214) 470-9791,2124 Market St,Portland,OR,"Accessories, Jackets",PO0000138,2024-08-04,2024-08-15,Delivered,2033.43,Paid
SUP00104,QualityApparel Partners,Deborah Campbell,deborah.campbell@qualityapparelp.com,(358) 624-2622,8117 Fourth St,Louisville,KY,"Jackets, Jeans, Shirts, Sweaters",PO0000139,2023-12-12,2023-12-29,Shipped,1313.79,Paid
SUP00037,RetailFabrics LLC,Daniel Adams,daniel.adams@retailfabricsll.com,(721) 609-9785,5525 Main St,Dallas,TX,"Activewear, Jackets, T-Shirts",PO0000140,2023-12-10,2023-12-21,Delivered,371.95,Paid
SUP00147,EliteClothing Manufacturing,Joshua King,joshua.king@eliteclothingma.com,(633) 313-5720,3993 Trade Center Blvd,Dallas,TX,Shorts,PO0000141,2024-04-17,2024-04-18,Delivered,2529.11,Paid
SUP00035,ChicTextiles Industries,Nancy Gomez,nancy.gomez@chictextilesind.com,(621) 885-5065,4471 Washington St,San Antonio,TX,"Jeans, Skirts",PO0000142,2024-08-11,2024-08-24,Delivered,1232.5,Paid
SUP00014,ProStyle Inc.,Barbara White,barbara.white@prostyleinc.com,(980) 365-9837,8789 Main St,El Paso,TX,"Hoodies, Sweaters",PO0000143,2024-09-13,2024-09-23,Delivered,654.11,Paid
SUP00025,StyleCraft Solutions,Jennifer Diaz,jennifer.diaz@stylecraftsolut.com,(390) 270-2113,3953 Supply Chain Ave,Dallas,TX,"Activewear, Jeans, Outerwear, Shirts",PO0000144,2024-10-31,2024-11-05,Shipped,2491.93,Paid
SUP00001,VogueSupply Supply Co.,Mary Mitchell,mary.mitchell@voguesupplysupp.com,(481) 450-4657,2386 Cedar Ln,Miami,FL,Shorts,PO0000145,2024-04-07,2024-04-22,Shipped,1389.85,Paid
SUP00032,GarmentCo Wholesale,Deborah Lewis,deborah.lewis@garmentcowholes.com,(764) 922-8007,9289 Main St,Dallas,TX,Outerwear,PO0000146,2024-06-18,2024-07-06,Delivered,1246.64,Paid
SUP00049,VogueSupply Inc.,Sarah Lewis,sarah.lewis@voguesupplyinc.com,(279) 930-5681,3941 Business Park Rd,Nashville,TN,"Dresses, Hoodies",PO0000147,2023-12-19,2024-01-08,Shipped,2163.79,Paid
SUP00049,VogueSupply Inc.,Sarah Lewis,sarah.lewis@voguesupplyinc.com,(279) 930-5681,3941 Business Park Rd,Nashville,TN,"Dresses, Hoodies",PO0000148,2024-05-18,2024-05-21,Delivered,548.19,Partial
SUP00043,FashionForward Industries,Timothy Mitchell,timothy.mitchell@fashionforwardi.com,(373) 874-2389,4749 First Ave,Nashville,TN,Shirts,PO0000149,2024-07-25,2024-07-31,Shipped,644.21,Paid
SUP00037,RetailFabrics LLC,Daniel Adams,daniel.adams@retailfabricsll.com,(721) 609-9785,5525 Main St,Dallas,TX,"Activewear, Jackets, T-Shirts",PO0000150,2024-01-15,2024-01-18,Shipped,319.18,Paid
SUP00116,QualityApparel Trading,Laura Nelson,laura.nelson@qualityapparelt.com,(968) 633-1842,4812 Fourth St,Boston,MA,"Activewear, Dresses",PO0000151,2024-05-04,2024-05-13,Delivered,2535.54,Paid
SUP00089,FabricWorks Group,Timothy Taylor,timothy.taylor@fabricworksgrou.com,(546) 838-7512,1415 Distribution Dr,Miami,FL,"Accessories, Sweaters",PO0000152,2024-06-23,2024-06-27,Pending,1468.69,Pending
SUP00128,ThreadLine Solutions,Steven Gonzalez,steven.gonzalez@threadlinesolut.com,(994) 557-6752,2519 Commerce Dr,San Antonio,TX,Shirts,PO0000153,2024-05-14,2024-05-25,Delivered,2116.94,Pending
SUP00096,TrendyTextiles LLC,James Torres,james.torres@trendytextilesl.com,(902) 996-1803,8238 Trade Center Blvd,Charlotte,NC,"Shirts, Sweaters",PO0000154,2024-09-01,2024-09-06,Delivered,1358.0,Paid
SUP00076,UrbanWear International,Sarah Allen,sarah.allen@urbanwearintern.com,(752) 705-8172,1417 Fourth St,Houston,TX,"Activewear, Outerwear, Sweaters",PO0000155,2024-01-31,2024-02-13,Shipped,1090.02,Pending
SUP00072,SwiftFashion Partners,Patricia Flores,patricia.flores@swiftfashionpar.com,(957) 301-4404,3557 Business Park Rd,Philadelphia,PA,T-Shirts,PO0000156,2024-08-22,2024-08-30,Shipped,2332.77,Pending
SUP00060,VogueSupply Trading,James Diaz,james.diaz@voguesupplytrad.com,(630) 701-2729,7202 Warehouse Ln,Albuquerque,NM,"Dresses, Shorts, T-Shirts",PO0000157,2024-08-16,2024-08-23,Delivered,3058.52,Paid
SUP00089,FabricWorks Group,Timothy Taylor,timothy.taylor@fabricworksgrou.com,(546) 838-7512,1415 Distribution Dr,Miami,FL,"Accessories, Sweaters",PO0000158,2024-06-25,2024-07-02,Shipped,707.81,Pending
SUP00123,StyleCraft Distributors,Susan Martin,susan.martin@stylecraftdistr.com,(416) 985-3248,4286 Trade Center Blvd,El Paso,TX,Skirts,PO0000159,2024-05-29,2024-06-14,Shipped,1230.27,Paid
SUP00028,FabricWorks Solutions,Susan Allen,susan.allen@fabricworkssolu.com,(471) 335-6718,1227 Commerce Dr,Portland,OR,Skirts,PO0000160,2024-06-05,2024-07-02,Delivered,785.05,Paid
SUP00068,ClothingDirect Inc.,Lisa Lopez,lisa.lopez@clothingdirecti.com,(509) 214-9751,2173 Business Park Rd,Houston,TX,"Dresses, Jackets, Skirts, T-Shirts",PO0000161,2024-10-21,2024-11-04,Delivered,846.19,Paid
SUP00137,TrendyTextiles Wholesale,Joshua Rivera,joshua.rivera@trendytextilesw.com,(286) 517-7171,5481 Park Blvd,Atlanta,GA,Accessories,PO0000162,2024-08-02,2024-08-22,Pending,319.63,Pending
SUP00095,TextileTrade Group,Michael Thomas,michael.thomas@textiletradegro.com,(590) 785-6881,9517 Trade Center Blvd,Denver,CO,Accessories,PO0000163,2024-05-01,2024-05-07,Pending,1857.93,Partial
SUP00096,TrendyTextiles LLC,James Torres,james.torres@trendytextilesl.com,(902) 996-1803,8238 Trade Center Blvd,Charlotte,NC,"Shirts, Sweaters",PO0000164,2024-05-24,2024-06-04,Delivered,314.56,Paid
SUP00035,ChicTextiles Industries,Nancy Gomez,nancy.gomez@chictextilesind.com,(621) 885-5065,4471 Washington St,San Antonio,TX,"Jeans, Skirts",PO0000165,2024-07-20,2024-08-06,Delivered,1490.57,Paid
SUP00058,SwiftFashion Distributors,Karen Torres,karen.torres@swiftfashiondis.com,(893) 584-7498,3349 Maple Dr,San Francisco,CA,Jackets,PO0000166,2024-06-26,2024-07-15,Shipped,996.69,Partial
SUP00070,TrendyTextiles Group,Robert Torres,robert.torres@trendytextilesg.com,(844) 902-1878,2585 Park Blvd,Boston,MA,Shirts,PO0000167,2024-04-01,2024-04-15,Pending,1962.53,Partial
SUP00117,TextilePlus Wholesale,Brian Walker,brian.walker@textilepluswhol.com,(429) 310-6736,9213 Warehouse Ln,Dallas,TX,"Activewear, Shirts, Shorts",PO0000168,2024-04-28,2024-05-08,Delivered,187.78,Paid
SUP00050,ApparelPro Wholesale,Joseph Harris,joseph.harris@apparelprowhole.com,(910) 356-4505,1152 Logistics Pkwy,Louisville,KY,"Shorts, Skirts",PO0000169,2023-12-21,2024-01-05,Delivered,1414.88,Paid
SUP00006,RetailFabrics LLC,Jennifer Diaz,jennifer.diaz@retailfabricsll.com,(438) 303-7227,4654 Market St,Portland,OR,Sweaters,PO0000170,2024-10-30,2024-11-13,Delivered,3828.39,Paid
SUP00034,TextilePlus Imports,Jessica Nelson,jessica.nelson@textileplusimpo.com,(305) 562-7658,2632 Commerce Dr,Austin,TX,"Jeans, Outerwear, Shorts, T-Shirts",PO0000171,2024-03-05,2024-03-22,Shipped,1016.56,Pending
SUP00145,TrendyTextiles Supply Co.,Lisa Anderson,lisa.anderson@trendytextiless.com,(228) 526-2623,5593 Park Blvd,San Diego,CA,Skirts,PO0000172,2024-02-28,2024-03-12,Shipped,291.32,Pending
SUP00065,UrbanWear Inc.,Karen Nelson,karen.nelson@urbanwearinc.com,(795) 577-8753,9168 First Ave,Detroit,MI,"Dresses, Outerwear",PO0000173,2024-09-11,2024-09-18,Delivered,694.79,Paid
SUP00037,RetailFabrics LLC,Daniel Adams,daniel.adams@retailfabricsll.com,(721) 609-9785,5525 Main St,Dallas,TX,"Activewear, Jackets, T-Shirts",PO0000174,2024-03-23,2024-03-26,Delivered,747.35,Paid
SUP00057,GlobalGarments Imports,Linda Torres,linda.torres@globalgarmentsi.com,(423) 676-5198,6143 Washington St,Dallas,TX,"Hoodies, Jackets, T-Shirts",PO0000175,2024-02-10,2024-02-25,Delivered,2032.36,Paid
SUP00147,EliteClothing Manufacturing,Joshua King,joshua.king@eliteclothingma.com,(633) 313-5720,3993 Trade Center Blvd,Dallas,TX,Shorts,PO0000176,2024-04-10,2024-04-30,Shipped,3397.17,Paid
SUP00052,ClothingDirect Textiles,Matthew Diaz,matthew.diaz@clothingdirectt.com,(629) 751-9947,9983 Commerce Dr,Fresno,CA,Shorts,PO0000177,2024-06-23,2024-07-13,Delivered,2999.32,Pending
SUP00134,FashionHub Manufacturing,Mark Lewis,mark.lewis@fashionhubmanuf.com,(736) 735-3600,6062 Warehouse Ln,Denver,CO,"Accessories, Sweaters",PO0000178,2024-08-30,2024-09-02,Shipped,1760.98,Paid
SUP00012,MetroTextiles LLC,Emily Parker,emily.parker@metrotextilesll.com,(211) 896-2876,8897 Business Park Rd,Nashville,TN,Shorts,PO0000179,2024-05-11,2024-05-16,Delivered,167.18,Paid
SUP00058,SwiftFashion Distributors,Karen Torres,karen.torres@swiftfashiondis.com,(893) 584-7498,3349 Maple Dr,San Francisco,CA,Jackets,PO0000180,2024-02-05,2024-02-21,Delivered,517.37,Paid
SUP00150,FabricWorks Solutions,Lisa Jones,lisa.jones@fabricworkssolu.com,(738) 757-9312,8416 Second St,New York,NY,"Jeans, Skirts",PO0000181,2024-08-12,2024-08-18,Pending,480.75,Pending
SUP00070,TrendyTextiles Group,Robert Torres,robert.torres@trendytextilesg.com,(844) 902-1878,2585 Park Blvd,Boston,MA,Shirts,PO0000182,2023-11-29,2023-12-11,Delivered,836.32,Paid
SUP00058,SwiftFashion Distributors,Karen Torres,karen.torres@swiftfashiondis.com,(893) 584-7498,3349 Maple Dr,San Francisco,CA,Jackets,PO0000183,2024-08-15,2024-09-01,Delivered,512.51,Paid
SUP00114,QualityApparel Manufacturing,Michael Lee,michael.lee@qualityapparelm.com,(637) 520-5176,6232 Park Blvd,Tucson,AZ,Hoodies,PO0000184,2024-06-16,2024-07-02,Delivered,846.74,Paid
SUP00032,GarmentCo Wholesale,Deborah Lewis,deborah.lewis@garmentcowholes.com,(764) 922-8007,9289 Main St,Dallas,TX,Outerwear,PO0000185,2023-11-18,2023-11-27,Shipped,375.56,Pending
SUP00074,UrbanWear Apparel,Sandra Jones,sandra.jones@urbanwearappare.com,(903) 439-5334,9763 Industrial Way,Baltimore,MD,Shirts,PO0000186,2024-07-12,2024-07-30,Delivered,994.61,Paid
SUP00076,UrbanWear International,Sarah Allen,sarah.allen@urbanwearintern.com,(752) 705-8172,1417 Fourth St,Houston,TX,"Activewear, Outerwear, Sweaters",PO0000187,2024-05-07,2024-05-25,Pending,250.15,Pending
SUP00080,PremiumFabrics LLC,Christopher Davis,christopher.davis@premiumfabricsl.com,(991) 613-9431,118 Second St,Albuquerque,NM,"Dresses, Shirts",PO0000188,2024-06-06,2024-06-10,Delivered,914.82,Paid
SUP00132,VogueSupply Apparel,Jeffrey Garcia,jeffrey.garcia@voguesupplyappa.com,(829) 808-9307,6399 Market St,Oakland,CA,"Jeans, Outerwear, Shirts, Skirts",PO0000189,2023-11-18,2023-12-03,Delivered,532.19,Paid
SUP00130,VogueSupply Imports,Michelle Lee,michelle.lee@voguesupplyimpo.com,(842) 523-3473,7305 Maple Dr,Tucson,AZ,"Jackets, Outerwear",PO0000190,2024-01-01,2024-01-09,Delivered,1366.38,Paid
SUP00128,ThreadLine Solutions,Steven Gonzalez,steven.gonzalez@threadlinesolut.com,(994) 557-6752,2519 Commerce Dr,San Antonio,TX,Shirts,PO0000191,2024-09-09,2024-09-23,Pending,1382.38,Pending
SUP00028,FabricWorks Solutions,Susan Allen,susan.allen@fabricworkssolu.com,(471) 335-6718,1227 Commerce Dr,Portland,OR,Skirts,PO0000192,2023-12-02,2023-12-21,Shipped,2313.05,Pending
SUP00057,GlobalGarments Imports,Linda Torres,linda.torres@globalgarmentsi.com,(423) 676-5198,6143 Washington St,Dallas,TX,"Hoodies, Jackets, T-Shirts",PO0000193,2024-10-27,2024-11-06,Shipped,3294.42,Partial
SUP00150,FabricWorks Solutions,Lisa Jones,lisa.jones@fabricworkssolu.com,(738) 757-9312,8416 Second St,New York,NY,"Jeans, Skirts",PO0000194,2024-10-14,2024-10-18,Delivered,1340.01,Paid
SUP00009,TextilePlus Industries,Andrew Rivera,andrew.rivera@textileplusindu.com,(522) 417-9179,6582 Market St,San Jose,CA,Shirts,PO0000195,2024-03-22,2024-03-27,Pending,3208.72,Paid
SUP00047,GarmentHub Apparel,Linda Robinson,linda.robinson@garmenthubappar.com,(336) 675-9702,9257 Fourth St,El Paso,TX,"Activewear, Dresses, Shorts, Skirts",PO0000196,2024-03-07,2024-03-20,Delivered,1076.8,Paid
SUP00065,UrbanWear Inc.,Karen Nelson,karen.nelson@urbanwearinc.com,(795) 577-8753,9168 First Ave,Detroit,MI,"Dresses, Outerwear",PO0000197,2024-06-20,2024-06-23,Delivered,2765.94,Paid
SUP00087,ChicTextiles Group,Melissa Phillips,melissa.phillips@chictextilesgro.com,(590) 595-3492,8215 Oak Ave,San Diego,CA,"Activewear, Sweaters",PO0000198,2024-03-23,2024-04-04,Delivered,601.8,Paid
SUP00128,ThreadLine Solutions,Steven Gonzalez,steven.gonzalez@threadlinesolut.com,(994) 557-6752,2519 Commerce Dr,San Antonio,TX,Shirts,PO0000199,2023-12-19,2024-01-03,Delivered,287.4,Pending
SUP00120,TextilePlus International,Anthony Robinson,anthony.robinson@textileplusinte.com,(549) 361-7062,5205 Distribution Dr,Philadelphia,PA,"Activewear, Outerwear, T-Shirts",PO0000200,2024-05-23,2024-05-30,Delivered,497.35,Paid
SUP00046,UrbanTex Industries,Ronald Parker,ronald.parker@urbantexindustr.com,(988) 309-7965,3685 Washington St,Atlanta,GA,"Dresses, Shirts",PO0000201,2024-03-26,2024-04-06,Pending,368.68,Partial
SUP00111,TextileTrade International,Margaret Baker,margaret.baker@textiletradeint.com,(310) 702-8267,1304 Maple Dr,El Paso,TX,"Hoodies, T-Shirts",PO0000202,2024-10-16,2024-11-02,Delivered,517.97,Paid
SUP00016,ApparelPro Imports,Donald Scott,donald.scott@apparelproimpor.com,(369) 471-9645,7032 Industrial Way,Miami,FL,"Jackets, Outerwear, Shirts",PO0000203,2024-01-21,2024-01-21,Cancelled,1269.02,Pending
SUP00150,FabricWorks Solutions,Lisa Jones,lisa.jones@fabricworkssolu.com,(738) 757-9312,8416 Second St,New York,NY,"Jeans, Skirts",PO0000204,2024-01-08,2024-01-18,Delivered,1717.05,Paid
SUP00092,MetroTextiles International,Andrew Baker,andrew.baker@metrotextilesin.com,(384) 374-3868,1393 Fourth St,Las Vegas,NV,"Shirts, Skirts",PO0000205,2024-03-09,2024-03-12,Delivered,2175.75,Paid
SUP00063,WholesaleWear Textiles,Thomas Perez,thomas.perez@wholesalewearte.com,(486) 810-5526,9206 Main St,Atlanta,GA,"Hoodies, Shirts, Shorts, Skirts",PO0000206,2024-04-06,2024-04-14,Pending,947.7,Paid
SUP00033,StyleSource Wholesale,Paul Williams,paul.williams@stylesourcewhol.com,(578) 796-3426,7141 Park Blvd,Houston,TX,"Jeans, Sweaters",PO0000207,2023-12-11,2023-12-16,Delivered,2665.76,Paid
SUP00001,VogueSupply Supply Co.,Mary Mitchell,mary.mitchell@voguesupplysupp.com,(481) 450-4657,2386 Cedar Ln,Miami,FL,Shorts,PO0000208,2024-04-25,2024-04-29,Delivered,1216.79,Paid
SUP00011,MetroTextiles Group,Jennifer Carter,jennifer.carter@metrotextilesgr.com,(248) 312-3504,2721 Logistics Pkwy,Phoenix,AZ,"Activewear, Skirts",PO0000209,2024-05-16,2024-05-19,Pending,1345.06,Pending
SUP00138,QualityApparel Solutions,Lisa Johnson,lisa.johnson@qualityapparels.com,(571) 516-3953,3609 Distribution Dr,Fresno,CA,T-Shirts,PO0000210,2024-01-11,2024-01-24,Delivered,1387.79,Paid
SUP00149,UrbanWear Wholesale,Charles Ramirez,charles.ramirez@urbanwearwholes.com,(201) 829-6780,4041 Third Ave,Louisville,KY,Accessories,PO0000211,2024-01-14,2024-01-17,Pending,522.58,Pending
SUP00069,ThreadLine Apparel,James Torres,james.torres@threadlineappar.com,(491) 680-8843,7316 Distribution Dr,Jacksonville,FL,"Activewear, Hoodies, Jackets, Skirts",PO0000212,2024-02-19,2024-02-24,Delivered,1473.5,Paid
SUP00034,TextilePlus Imports,Jessica Nelson,jessica.nelson@textileplusimpo.com,(305) 562-7658,2632 Commerce Dr,Austin,TX,"Jeans, Outerwear, Shorts, T-Shirts",PO0000213,2023-12-23,2023-12-28,Delivered,2264.19,Paid
SUP00142,ModaSupply Textiles,Charles Roberts,charles.roberts@modasupplytexti.com,(591) 714-9641,6959 Washington St,Fort Worth,TX,"Jackets, Jeans, T-Shirts",PO0000214,2024-04-11,2024-04-16,Delivered,681.74,Paid
SUP00082,ModaSupply Industries,George Young,george.young@modasupplyindus.com,(324) 229-4920,2694 Trade Center Blvd,Oakland,CA,Shorts,PO0000215,2024-09-08,2024-09-18,Delivered,815.1,Pending
SUP00097,VogueSupply Inc.,Michelle Taylor,michelle.taylor@voguesupplyinc.com,(894) 973-3240,1691 Oak Ave,Boston,MA,"Activewear, Jeans, Sweaters",PO0000216,2024-04-04,2024-04-11,Delivered,1255.7,Paid
SUP00048,ApparelSource Industries,Emily Lewis,emily.lewis@apparelsourcein.com,(362) 961-8777,7473 Business Park Rd,San Francisco,CA,"Dresses, Jackets, Skirts",PO0000217,2023-11-29,2023-12-07,Pending,2626.1,Pending
SUP00095,TextileTrade Group,Michael Thomas,michael.thomas@textiletradegro.com,(590) 785-6881,9517 Trade Center Blvd,Denver,CO,Accessories,PO0000218,2024-07-29,2024-07-30,Delivered,674.86,Paid
SUP00129,DenimSource Partners,Barbara Carter,barbara.carter@denimsourcepart.com,(977) 871-2234,3002 Broadway,Albuquerque,NM,"Activewear, Outerwear, Skirts",PO0000219,2024-08-19,2024-09-02,Delivered,399.3,Paid
SUP00145,TrendyTextiles Supply Co.,Lisa Anderson,lisa.anderson@trendytextiless.com,(228) 526-2623,5593 Park Blvd,San Diego,CA,Skirts,PO0000220,2023-12-09,2023-12-10,Pending,1233.79,Pending
SUP00144,ApparelPro Apparel,Margaret Garcia,margaret.garcia@apparelproappar.com,(427) 661-6727,536 Logistics Pkwy,Chicago,IL,"Shirts, Sweaters",PO0000221,2024-05-23,2024-06-09,Delivered,867.07,Paid
SUP00056,VogueSupply Supply Co.,Stephanie Adams,stephanie.adams@voguesupplysupp.com,(241) 972-1508,4151 Industrial Way,New York,NY,"Shirts, T-Shirts",PO0000222,2024-05-25,2024-05-28,Delivered,642.46,Paid
SUP00011,MetroTextiles Group,Jennifer Carter,jennifer.carter@metrotextilesgr.com,(248) 312-3504,2721 Logistics Pkwy,Phoenix,AZ,"Activewear, Skirts",PO0000223,2023-12-12,2023-12-12,Cancelled,634.63,Pending
SUP00046,UrbanTex Industries,Ronald Parker,ronald.parker@urbantexindustr.com,(988) 309-7965,3685 Washington St,Atlanta,GA,"Dresses, Shirts",PO0000224,2024-08-28,2024-08-31,Delivered,1929.99,Partial
SUP00041,EliteClothing Wholesale,Richard Clark,richard.clark@eliteclothingwh.com,(880) 588-3851,9424 Trade Center Blvd,Memphis,TN,"Jackets, Jeans",PO0000225,2024-03-06,2024-03-09,Pending,1426.8,Pending
SUP00010,ChicTextiles Solutions,Paul Taylor,paul.taylor@chictextilessol.com,(964) 798-8019,9660 Supply Chain Ave,Portland,OR,T-Shirts,PO0000226,2024-10-08,2024-10-14,Delivered,1583.43,Paid
SUP00024,TextilePlus Distributors,Donna Mitchell,donna.mitchell@textileplusdist.com,(755) 262-6138,1036 Oak Ave,Tucson,AZ,"Dresses, T-Shirts",PO0000227,2024-04-27,2024-05-14,Delivered,2471.7,Paid
SUP00059,TextileTrade Imports,Joshua Phillips,joshua.phillips@textiletradeimp.com,(323) 779-1672,5788 Second St,Baltimore,MD,"Dresses, Hoodies",PO0000228,2024-03-18,2024-03-22,Pending,2456.19,Partial
